N,path,prefix,run_id,seed,L,best_feas,density,area_gap,area_gap_frac,boundary_fraction,nn_mean,nn_std,orient_entropy
123,csv/N123_job5048525_task123_best_polys_N123.csv,N123_job5048525_task123,123,12345,9.472174686900445,0.0,0.3367272640336812,59.510218299157536,0.6632727359663189,0.5284552845528455,0.6120991068913039,0.14644306791343503,3.358247371081388
124,csv/N124_job5048526_task124_best_polys_N124.csv,N124_job5048526_task124,124,12345,9.808165602406017,0.0,0.3166056589070605,65.7426124842206,0.6833943410929395,0.532258064516129,0.6280216753144836,0.14381588254633448,3.447200728378868
125,csv/N125_job5048527_task125_best_polys_N125.csv,N125_job5048527_task125,125,12345,9.661516767361805,0.0,0.3289212688165436,62.641781246013295,0.6710787311834564,0.504,0.6420764793704112,0.14666420911722242,3.4633951546541404
126,csv/N126_job5048528_task126_best_polys_N126.csv,N126_job5048528_task126,126,12345,9.682278348703047,0.0,0.33013227556189517,62.797764021763804,0.6698677244381048,0.5079365079365079,0.6262195344224111,0.15292724042513528,3.3875350209959065
127,csv/N127_job5048529_task127_best_polys_N127.csv,N127_job5048529_task127,127,12345,9.814911593884956,0.0,0.3238198777058014,65.13811459577732,0.6761801222941985,0.4645669291338583,0.6096447875696045,0.13574921408570734,3.4198292289284127
128,csv/N128_job5048530_task128_best_polys_N128.csv,N128_job5048530_task128,128,12345,9.543862163010466,0.0,0.3451709362409779,59.645304986542826,0.6548290637590222,0.5390625,0.5950740081818688,0.12411866492877345,3.4550266824615927
129,csv/N129_job5048531_task129_best_polys_N129.csv,N129_job5048531_task129,129,12345,9.825323032829816,0.0,0.3282226914101121,64.8513476994561,0.6717773085898879,0.5271317829457365,0.622035120255313,0.1284708499352751,3.427271648698911
130,csv/N130_job5048532_task130_best_polys_N130.csv,N130_job5048532_task130,130,12345,9.718439818427894,0.0,0.3380826008758496,62.51682250440481,0.6619173991241504,0.5,0.597055088195294,0.11921008635537987,3.4120635729705673
131,csv/N131_job5048533_task131_best_polys_N131.csv,N131_job5048533_task131,131,12345,9.957886679771349,0.0,0.324496116733765,66.98263212716766,0.675503883266235,0.5038167938931297,0.6056578019307088,0.1423106042565816,3.4139733749628123
132,csv/N132_job5048534_task132_best_polys_N132.csv,N132_job5048534_task132,132,12345,9.742639299945466,0.0,0.3415806423133936,62.496520528841884,0.6584193576866064,0.5,0.6052610499300002,0.12983046641058682,3.44868643219716
133,csv/N133_job5048535_task133_best_polys_N133.csv,N133_job5048535_task133,133,12345,9.904952951517656,0.0,0.3329809398027671,65.43996797177832,0.6670190601972329,0.49624060150375937,0.581402709958697,0.13751108998594766,3.474815703821225
134,csv/N134_job5048536_task134_best_polys_N134.csv,N134_job5048536_task134,134,12345,10.235571494499533,0.0,0.31416165331779405,71.8531738190114,0.685838346682206,0.4626865671641791,0.6182088784638246,0.11288722991397442,3.4605332208659854
135,csv/N135_job5048537_task135_best_polys_N135.csv,N135_job5048537_task135,135,12345,9.97213652898479,0.0,0.33344937257460044,66.2841319527128,0.6665506274253996,0.5111111111111111,0.6285892434804402,0.1308003562158718,3.429312124732368
136,csv/N136_job5048538_task136_best_polys_N136.csv,N136_job5048538_task136,136,12345,10.04010311130543,0.0,0.3313867425567312,67.398670485645,0.6686132574432688,0.5441176470588235,0.6316243360525483,0.12886878470851226,3.457570524864874
137,csv/N137_job5048539_task137_best_polys_N137.csv,N137_job5048539_task137,137,12345,10.302489587807402,0.0,0.31703613606785236,72.49066670687995,0.6829638639321476,0.5036496350364964,0.6213141533331423,0.13686727377496918,3.4629811311314453
138,csv/N138_job5048540_task138_best_polys_N138.csv,N138_job5048540_task138,138,12345,10.142348769585086,0.0,0.32951453225744626,68.9709885639041,0.6704854677425538,0.4782608695652174,0.6257887369950147,0.12472378469233492,3.4501604679712377
139,csv/N139_job5048541_task139_best_polys_N139.csv,N139_job5048541_task139,139,12345,10.174789490397233,0.0,0.3297892556895285,69.38446617389798,0.6702107443104715,0.49640287769784175,0.5915042875561344,0.13171371996378647,3.4539802359447007
140,csv/N140_job5048542_task140_best_polys_N140.csv,N140_job5048542_task140,140,12345,10.2688619492769,0.0,0.32610388487634956,71.06202573330697,0.6738961151236504,0.4785714285714286,0.6082719861994932,0.11815388635618443,3.460970629787497
141,csv/N141_job5048543_task141_best_polys_N141.csv,N141_job5048543_task141,141,12345,10.62940540669719,0.0,0.30653053101905375,78.35113429992344,0.6934694689809462,0.48936170212765956,0.6270077443266816,0.12874938585256457,3.3989397742936798
142,csv/N142_job5048544_task142_best_polys_N142.csv,N142_job5048544_task142,142,12345,10.0512130175481,0.0,0.3452422654388499,66.14813312412839,0.6547577345611502,0.5070422535211268,0.6002361518237163,0.12026957424171854,3.441027269154836
143,csv/N143_job5048546_task143_best_polys_N143.csv,N143_job5048546_task143,143,12345,10.577149467790107,0.0,0.3139578325337349,76.75171586397255,0.6860421674662651,0.4405594405594406,0.6247705595939697,0.14027287975705624,3.499398371735575
144,csv/N144_job5048547_task144_best_polys_N144.csv,N144_job5048547_task144,144,12345,10.774688330074397,0.0,0.30466714768598785,80.72390861024141,0.6953328523140121,0.4513888888888889,0.6261949562118213,0.12294889088349013,3.454842228342772
145,csv/N145_job5048548_task145_best_polys_N145.csv,N145_job5048548_task145,145,12345,10.663968377273356,0.0,0.3131863842164187,78.10459655148614,0.6868136157835814,0.4827586206896552,0.6296466294972859,0.13614444581189386,3.462171918200502
146,csv/N146_job5048549_task146_best_polys_N146.csv,N146_job5048549_task146,146,12345,10.69640056489797,0.0,0.3134368881816501,78.55173504474963,0.68656311181835,0.4726027397260274,0.6085458992835635,0.14263969694645576,3.385193497046824
147,csv/N147_job5048550_task147_best_polys_N147.csv,N147_job5048550_task147,147,12345,10.759553569860987,0.0,0.3118899624779493,79.66111802270831,0.6881100375220507,0.4965986394557823,0.6247706991814937,0.12674040138566905,3.4502667435456584
148,csv/N148_job5048551_task148_best_polys_N148.csv,N148_job5048551_task148,148,12345,10.815570430703316,0.0,0.3107673779880571,80.6240637415039,0.6892326220119429,0.4594594594594595,0.6340278645085012,0.1388801440887204,3.4751246481726192
149,csv/N149_job5048552_task149_best_polys_N149.csv,N149_job5048552_task149,149,12345,10.832853267771105,0.0,0.31186965144581796,80.75258492105911,0.6881303485541821,0.47651006711409394,0.6185678576926448,0.14346852934892407,3.4878910725031647
151,csv/N151_job5048554_task151_best_polys_N151.csv,N151_job5048554_task151,151,12345,10.82908282839087,0.0,0.3162759464194026,80.17965990415001,0.6837240535805974,0.47019867549668876,0.6308806139191372,0.14694890545804806,3.4384977472526645
152,csv/N152_job5048555_task152_best_polys_N152.csv,N152_job5048555_task152,152,12345,10.812643121628522,0.0,0.3193393357264349,79.5782512757006,0.6806606642735651,0.46710526315789475,0.6033405547234911,0.14530388458916005,3.4539281263215114
153,csv/N153_job5048556_task153_best_polys_N153.csv,N153_job5048556_task153,153,12345,11.13194011385623,0.0,0.3032649894635731,86.33946569848145,0.696735010536427,0.49019607843137253,0.6242579648671976,0.1294093731990648,3.423997411953324
154,csv/N154_job5048557_task154_best_polys_N154.csv,N154_job5048557_task154,154,12345,10.864015443188741,0.0,0.32048856605987713,80.20058154984346,0.6795114339401229,0.4935064935064935,0.5955170975525615,0.12721619191328523,3.395946318129193
155,csv/N155_job5048558_task155_best_polys_N155.csv,N155_job5048558_task155,155,12345,11.003390243846708,0.0,0.3144497358478268,83.00272185838091,0.6855502641521731,0.4838709677419355,0.631563812996789,0.11734448798941977,3.4517105126573044
156,csv/N156_job5048559_task156_best_polys_N156.csv,N156_job5048559_task156,156,12345,10.870315722454402,0.0,0.3242745384323903,79.84626390583936,0.6757254615676097,0.48717948717948717,0.6320502876322984,0.13706482449521118,3.437970652022725
157,csv/N157_job5048560_task157_best_polys_N157.csv,N157_job5048560_task157,157,12345,11.049053038674407,0.0,0.3158799811970894,83.51844805144013,0.6841200188029106,0.45222929936305734,0.6229998600594907,0.13701399866889422,3.4010655442403332
158,csv/N158_job5048561_task158_best_polys_N158.csv,N158_job5048561_task158,158,12345,11.337447078194002,0.0,0.3019250236522985,89.7289562508497,0.6980749763477014,0.46835443037974683,0.6274090576947362,0.15506543841016684,3.4970561572328034
159,csv/N159_job5048562_task159_best_polys_N159.csv,N159_job5048562_task159,159,12345,11.34796969827413,0.0,0.30327272749400297,89.72204127294785,0.696727272505997,0.4716981132075472,0.6404410281304694,0.1305582296734348,3.4870970714713505
160,csv/N160_job5048563_task160_best_polys_N160.csv,N160_job5048563_task160,160,12345,11.418539677926807,0.0,0.3014195517698669,91.08304837638885,0.6985804482301331,0.425,0.6560432474403737,0.13926323441128355,3.4650559118624167
161,csv/N161_job5048565_task161_best_polys_N161.csv,N161_job5048565_task161,161,12345,11.362012407713141,0.0,0.3063288675098048,89.54970095302738,0.6936711324901952,0.453416149068323,0.6287507513399017,0.1471319500089137,3.5144972837640616
162,csv/N162_job5048566_task162_best_polys_N162.csv,N162_job5048566_task162,162,12345,11.477784883612179,0.0,0.30204483967172313,91.94829583447626,0.6979551603282769,0.4444444444444444,0.6179645857393041,0.13457149524701886,3.4855395652071066
163,csv/N163_job5048567_task163_best_polys_N163.csv,N163_job5048567_task163,163,12345,11.278271630893094,0.0,0.3147567641349351,87.16253598020798,0.6852432358650649,0.44785276073619634,0.6066590889867665,0.1372070103925627,3.438659307379142
164,csv/N164_job5048568_task164_best_polys_N164.csv,N164_job5048568_task164,164,12345,11.61351629793758,0.0,0.29866817504257465,94.59126080246179,0.7013318249574254,0.4329268292682927,0.6552662671144878,0.13736244274655707,3.475807584843847
165,csv/N165_job5048569_task165_best_polys_N165.csv,N165_job5048569_task165,165,12345,11.77866938138406,0.0,0.29212185425659093,98.20892739595436,0.7078781457434091,0.41818181818181815,0.6486746092265664,0.16387821626173146,3.4212948672403565
166,csv/N166_job5048570_task166_best_polys_N166.csv,N166_job5048570_task166,166,12345,11.48811213080992,0.0,0.3089465316157916,91.20297033006204,0.6910534683842084,0.4457831325301205,0.5985050736452129,0.1212625302271264,3.4489486361648685
167,csv/N167_job5048571_task167_best_polys_N167.csv,N167_job5048571_task167,167,12345,11.235931471034638,0.0,0.3249158334208701,85.2267810217866,0.6750841665791298,0.4491017964071856,0.5992695702797238,0.12420662493717476,3.476714521591554
168,csv/N168_job5048572_task168_best_polys_N168.csv,N168_job5048572_task168,168,12345,11.690494192182657,0.0,0.3019368420700121,95.40265445745642,0.6980631579299879,0.43452380952380953,0.6176398043885906,0.1400074118428265,3.4892246941379224
169,csv/N169_job5048573_task169_best_polys_N169.csv,N169_job5048573_task169,169,12345,11.33630395799794,0.0,0.3230102532284679,87.00116242811976,0.6769897467715321,0.44970414201183434,0.6265861210437094,0.13417960601692117,3.5012976873412285
170,csv/N170_job5048574_task170_best_polys_N170.csv,N170_job5048574_task170,170,12345,11.51976753126483,0.0,0.31465458093710724,90.94879397438339,0.6853454190628927,0.4117647058823529,0.612642455424791,0.13090914099331238,3.4557764807405085
171,csv/N171_job5048575_task171_best_polys_N171.csv,N171_job5048575_task171,171,12345,11.725068158552887,0.0,0.3055187905665347,95.47534832271079,0.6944812094334654,0.45614035087719296,0.6229408983592307,0.12933159248850543,3.4962576230249485
172,csv/N172_job5048576_task172_best_polys_N172.csv,N172_job5048576_task172,172,12345,11.809313048849603,0.0,0.30293659803727796,97.21237468572951,0.697063401962722,0.4476744186046512,0.6362862697839726,0.13661173114239633,3.4722590436844123
173,csv/N173_job5048577_task173_best_polys_N173.csv,N173_job5048577_task173,173,12345,11.912518847848435,0.0,0.29944114122350224,99.41498030034421,0.7005588587764977,0.3988439306358382,0.6398999665637101,0.12591576339142907,3.461795015548448
174,csv/N174_job5048578_task174_best_polys_N174.csv,N174_job5048578_task174,174,12345,11.887323999275871,0.0,0.30245001899960927,98.56972186376011,0.6975499810003907,0.4367816091954023,0.6296248894555206,0.15034550684992737,3.4663219498209554
175,csv/N175_job5048579_task175_best_polys_N175.csv,N175_job5048579_task175,175,12345,11.658519077979465,0.0,0.31624512608504185,92.93669209161115,0.6837548739149582,0.4228571428571429,0.6293231982790157,0.13228712138512214,3.502853882607606
176,csv/N176_job5048580_task176_best_polys_N176.csv,N176_job5048580_task176,176,12345,11.845096817234579,0.0,0.3081115692320888,97.07631860966075,0.6918884307679112,0.4602272727272727,0.6120122565960083,0.1475972677519706,3.4534858252691025
177,csv/N177_job5048581_task177_best_polys_N177.csv,N177_job5048581_task177,177,12345,12.00859964500703,0.0,0.30148180159008764,100.73084043406296,0.6985181984099124,0.4293785310734463,0.6258637671790843,0.13974836027617565,3.4867532072629346
178,csv/N178_job5048582_task178_best_polys_N178.csv,N178_job5048582_task178,178,12345,11.626337405779772,0.0,0.3234496795893967,91.45047147303393,0.6765503204106034,0.449438202247191,0.6271045061335694,0.1374830279110512,3.4658419576554653
179,csv/N179_job5048583_task179_best_polys_N179.csv,N179_job5048583_task179,179,12345,12.082052713157664,0.0,0.30119249516092267,102.00912276352048,0.6988075048390774,0.45251396648044695,0.6321113515605262,0.13645133619564465,3.4249813199161063
180,csv/N180_job5048584_task180_best_polys_N180.csv,N180_job5048584_task180,180,12345,12.74037407461769,0.0,0.2723834482211306,118.10463156119059,0.7276165517788694,0.4166666666666667,0.6437902887568765,0.13621681096311847,3.495258515390386
181,csv/N181_job5048585_task181_best_polys_N181.csv,N181_job5048585_task181,181,12345,11.70873518682385,0.0,0.3242882215632572,92.63635467516693,0.6757117784367428,0.40331491712707185,0.6058836460041889,0.14082883643209756,3.476009205793492
182,csv/N182_job5048586_task182_best_polys_N182.csv,N182_job5048586_task182,182,12345,12.44783302497478,0.0,0.2885070616048245,110.2447970176528,0.7114929383951756,0.4340659340659341,0.6598291974461827,0.13680059539426528,3.511740891847758
183,csv/N183_job5048587_task183_best_polys_N183.csv,N183_job5048587_task183,183,12345,12.001967115707897,0.0,0.3120461239760711,99.09783964653374,0.6879538760239289,0.4207650273224044,0.6465244989318768,0.13270149357595376,3.487418221352333
184,csv/N184_job5048588_task184_best_polys_N184.csv,N184_job5048588_task184,184,12345,12.251488846882966,0.0,0.3011013153557087,104.90397896529771,0.6988986846442913,0.41304347826086957,0.6374763112510103,0.14730235580833825,3.488595114734981
185,csv/N185_job5048589_task185_best_polys_N185.csv,N185_job5048589_task185,185,12345,12.243412877097109,5.797050311508773e-11,0.30313724950358256,104.46053387906731,0.6968627504964174,0.4648648648648649,0.6337179148588509,0.13561068902662937,3.5000585455559206
186,csv/N186_job5048590_task186_best_polys_N186.csv,N186_job5048590_task186,186,12345,12.58260582530269,0.0,0.2885654479043034,112.63571935494116,0.7114345520956966,0.41397849462365593,0.6403027851357193,0.12836869685500438,3.490149298488361
187,csv/N187_job5048591_task187_best_polys_N187.csv,N187_job5048591_task187,187,12345,12.401491155041228,0.0,0.29865264027483013,107.86510786856581,0.7013473597251698,0.44385026737967914,0.6388965607629398,0.13498326644017902,3.5083053526312877
188,csv/N188_job5048592_task188_best_polys_N188.csv,N188_job5048592_task188,188,12345,12.104266620181624,0.0,0.31517622854235483,100.3357704124431,0.6848237714576452,0.39893617021276595,0.6351407310031819,0.1447078274260556,3.4799938691113974
189,csv/N189_job5048593_task189_best_polys_N189.csv,N189_job5048593_task189,189,12345,12.571392258253868,0.0,0.29374306126143096,111.61677831088528,0.7062569387385691,0.3915343915343915,0.6588238150817116,0.12946072798301866,3.4991088073798364
190,csv/N190_job5048594_task190_best_polys_N190.csv,N190_job5048594_task190,190,12345,12.276589372521455,0.0,0.30964973243244454,104.04589662150676,0.6903502675675555,0.4105263157894737,0.6282539911513647,0.12518894555108825,3.5045269869537345
191,csv/N191_job5048595_task191_best_polys_N191.csv,N191_job5048595_task191,191,12345,12.568261999368778,0.0,0.29699933986084903,111.04683468477725,0.703000660139151,0.39790575916230364,0.6580391349668353,0.15337999541354425,3.4921915662266105
192,csv/N192_job5048596_task192_best_polys_N192.csv,N192_job5048596_task192,192,12345,12.547735274110709,0.0,0.2995319137249619,110.28566050916214,0.7004680862750381,0.4010416666666667,0.628222713150424,0.15231610289226774,3.5011724802749202
193,csv/N193_job5048597_task193_best_polys_N193.csv,N193_job5048597_task193,193,12345,12.573293211682183,0.0,0.29986915075749837,110.68207718693327,0.7001308492425016,0.40414507772020725,0.6348887504772512,0.14662704096051704,3.464013448093114
194,csv/N194_job5048598_task194_best_polys_N194.csv,N194_job5048598_task194,194,12345,12.573159026448895,0.0,0.30142931074625356,110.43307790437333,0.6985706892537464,0.4175257731958763,0.6386198176174092,0.1471784436461356,3.483754374637351
195,csv/N195_job5048599_task195_best_polys_N195.csv,N195_job5048599_task195,195,12345,12.484093847982338,0.0,0.30732163110689115,107.95572420523047,0.6926783688931089,0.38974358974358975,0.6308807810458615,0.13523706357201537,3.492190051804878
196,csv/N196_job5048600_task196_best_polys_N196.csv,N196_job5048600_task196,196,12345,12.479827035947773,0.0,0.3091088977643193,107.60358284717297,0.6908911022356807,0.41836734693877553,0.6208162708337079,0.14035378224406506,3.4890023259900325
197,csv/N197_job5048601_task197_best_polys_N197.csv,N197_job5048601_task197,197,12345,12.524851450154419,0.0,0.3084562870273513,108.48377884843524,0.6915437129726487,0.41116751269035534,0.6246906370358237,0.13848058241522024,3.49739444022619
198,csv/N198_job5048602_task198_best_polys_N198.csv,N198_job5048602_task198,198,12345,13.192196239031869,0.0,0.27944963841746223,125.40029160912658,0.7205503615825377,0.3939393939393939,0.636720334072356,0.15378126994465804,3.5002065267847873
199,csv/N199_job5048603_task199_best_polys_N199.csv,N199_job5048603_task199,199,12345,13.13433893192795,0.0,0.2833408588461697,123.63148417875824,0.7166591411538303,0.3869346733668342,0.6342119889770272,0.15276261097223212,3.5149745303116844
200,csv/N200_job5048382_task200_best_polys_N200.csv,N200_job5048382_task200,200,12345,12.607174425083572,0.0,0.30907725063775754,109.81584698448131,0.6909227493622425,0.405,0.6340666746661683,0.14822662376758286,3.485124910207743
